star_age,luminosity,effective_T
0.1560930939726779,0.6687568153959595,5494.389081052244
0.1797748039630861,0.670443538334137,5495.082832581155
0.2081928559515759,0.6722181270325638,5495.781678839272
0.2422945183377638,0.6741401669629467,5496.544196259015
0.2832165132011893,0.6762704402023479,5497.425305557203
0.3184186917777545,0.6780215242949496,5498.175362438835
0.3507162529859259,0.6795776744262874,5498.865454116131
0.3813788815602397,0.6810203233634587,5499.5232801725015
0.4110115436467308,0.6823904582190248,5500.163848351361
0.4400111511062798,0.6837131170347417,5500.794876996827
0.4686807956669083,0.685005489965761,5501.421214303712
0.4971826313238979,0.6862787619460154,5502.046801664236
0.5255968831220988,0.6875391640414567,5502.6734788719
0.5539630543474432,0.6887887926711709,5503.300213203852
0.582300452637394,0.6900310989080753,5503.9278459119405
0.6106183817774944,0.6912680825055328,5504.554200833964
0.6389212006682015,0.6925001187137347,5505.181771495527
0.6672108341266979,0.69372851666887,5505.81210550772
0.695488022840354,0.6949537369646326,5506.44352542504
0.7237529419730673,0.6961768120773011,5507.075531941259
0.7520055079345243,0.6973979633914802,5507.707471850261
0.7802455373251748,0.6986177665702297,5508.339151362993
0.8084728291896202,0.6998374231268119,5508.971424870514
0.8366871875382501,0.7010555151365273,5509.602295095107
0.8648884234477908,0.7022734830924775,5510.232674990049
0.8930763609028531,0.7034913573173076,5510.862312145166
0.9212508367585162,0.7047095686860512,5511.491296922986
0.9494117012075236,0.7059282752921099,5512.119298700686
0.9775588169765074,0.7071476942203941,5512.743306196329
1.0056920581506164,0.7083681542709125,5513.367720977521
1.0338113084638316,0.7095900143580415,5513.994355240404
1.0619164584245029,0.7108131949938414,5514.620553616108
1.090007406628183,0.7120377458123025,5515.246010708399
1.1180840608907163,0.7132646140087708,5515.871444092547
1.1461463344206917,0.714492182982349,5516.494970578088
1.174194147672249,0.7157216061238106,5517.11751127996
1.2022274295916873,0.7169529612949554,5517.7390850148895
1.2302461140041374,0.7181862017500632,5518.359481343315
1.2582501387221248,0.7194214902459096,5518.97863000338
1.286239445230784,0.72065890727716,5519.596380957003
1.3142139779699575,0.7218984895302756,5520.2096982083485
1.342173684025619,0.7231407092146876,5520.824389338072
1.3701185116933452,0.7243856755335173,5521.440731131377
1.3980484085422025,0.7256329748062337,5522.056426602256
1.425963323458328,0.7268828017182638,5522.671440475065
1.4538632086441086,0.728135183013997,5523.285639262525
1.4817480187581695,0.7293901806454831,5523.898885021186
1.5096177104587083,0.730648288745862,5524.511830340799
1.537472240804203,0.7319085775141336,5525.123608426305
1.5653115682287555,0.7331717813691582,5525.734749811747
1.5931356536374195,0.7344378152463288,5526.345049047712
1.6209444589030066,0.7357068064514004,5526.951180355035
1.648737946246165,0.7369786814187591,5527.557783367112
1.6765160780277852,0.7382540669662676,5528.167083091984
1.704278815212493,0.7395325402663161,5528.776549084361
1.732026117165662,0.740813993443294,5529.38548798139
1.7597579451949477,0.7420984929051541,5529.993870531835
1.7874742630593523,0.7433861413181309,5530.60184773607
1.8151750362198709,0.7446769574877009,5531.20934212829
1.8428602313131608,0.7459709813416538,5531.816150110147
1.8705298147228069,0.747268176012883,5532.422186302072
1.8981837537848465,0.7485687009884044,5533.027602960059
1.925822016303496,0.749872429149433,5533.632430471015
1.9534445701492125,0.7511794243078517,5534.233192827745
1.981051383651733,0.7524901720500675,5534.835887510878
2.00864242302628,0.7538044103517768,5535.439992451908
2.0362176513397445,0.7551225987932895,5536.04445908416
2.063777030607155,0.7564437165381471,5536.648191327279
2.091320524191969,0.7577683329168063,5537.251681951433
2.1188480973761648,0.7590964669764332,5537.85490067925
2.146359715571011,0.7604280766458481,5538.457468594993
2.173855349489172,0.7617631978004247,5539.059208779197
2.201334983623073,0.7631019130210815,5539.6599323571845
2.2287986145592247,0.7644441178836032,5540.259536636347
2.256246245892315,0.7657899092062386,5540.854535656639
2.283677885681245,0.7671393454797851,5541.449865100014
2.311093544100104,0.7684930568038303,5542.048289252517
2.3384932301511765,0.7698503194140678,5542.645977187352
2.36587695201788,0.7712112171976715,5543.242443384176
2.3932447196674094,0.7725757811709671,5543.837498442276
2.4205965446029807,0.7739440012398386,5544.431188702439
2.4479324384718946,0.775316018080105,5545.023665934259
2.475252412634751,0.776691781297311,5545.614862190485
2.502556478080155,0.7780713061521869,5546.204521726171
2.529844644661779,0.779454663883147,5546.792570173738
2.557116921292157,0.7808417408102378,5547.375048294806
2.5843733162766296,0.782232634429476,5547.956645951012
2.6116138369033592,0.783627879009389,5548.53913186233
2.6388384864172605,0.7850270729036419,5549.120671516594
2.666047263811115,0.7864300967610474,5549.700441674757
2.693240167455804,0.7878369690131507,5550.2783371062005
2.7204171962145662,0.7892481473246142,5550.854688026728
2.7475783467867925,0.790662776173983,5551.428528559609
2.7747236145762733,0.7920813779149578,5552.0000959526
2.8018529955094524,0.7935039644725108,5552.569216554769
2.8289664833003747,0.7949304979872523,5553.135912225565
2.8560640697375166,0.7963610777846991,5553.700265385701
2.883145744299898,0.7977956529981736,5554.258960498003
2.910211494349032,0.7992346386519693,5554.818424182627
2.937261304937847,0.8006780369952385,5555.3780587721385
2.964295156400583,0.8021253469841244,5555.935749770032
2.991313027420495,0.8035768487360735,5556.491715675267
3.018314897706174,0.8050323711389257,5557.045818474129
3.0453007456493792,0.8064919780168397,5557.597956765983
3.0722705478729213,0.8079557592694745,5558.14791361875
3.099224280660171,0.8094236733772376,5558.695617960743
3.126161919495444,0.8108958185939673,5559.241369466685
3.153083437308388,0.8123721472472873,5559.781591426854
3.179988804877263,0.8138526297036616,5560.321022047162
3.206877991857438,0.8153379623819772,5560.861611020091
3.23375096317798,0.8168276296421115,5561.401406709655
3.2606076789688587,0.8183215316710046,5561.939230876985
3.287448098012161,0.8198197161356638,5562.47525568386
3.314272178174733,0.8213223036365168,5563.0099223393645
3.341079875658162,0.8228291359023341,5563.543189407202
3.3678711451145693,0.8243403550184548,5564.074990660504
3.394645940015357,0.8258559087167596,5564.604997067991
3.4214042109503544,0.827375815654404,5565.133072559798
3.44814590609788,0.8289000880461015,5565.6558825894535
3.4748709725511904,0.8304281743983853,5566.168194023045
3.501579358078635,0.8319619825040968,5566.692350680425
3.528271007873049,0.8335001654451054,5567.21621603428
3.554945873669761,0.8350427302410653,5567.738741618852
3.5816039153640755,0.8365902463244118,5568.260332496328
3.6082450871672833,0.8381417298745725,5568.780281972541
3.634869449932131,0.8396977814775415,5569.299137281454
3.6614770058183286,0.8412584017041823,5569.816768128601
3.6880676174001454,0.8428235426895969,5570.3329445120135
3.71464118431754,0.8443932567520398,5570.84741655011
3.7411976214891913,0.8459674946772506,5571.356762877875
3.767736855523644,0.8475463099847649,5571.865728866377
3.794258814868864,0.8491302683849319,5572.376594447373
3.820763427296109,0.8507188892656233,5572.887126807675
3.84725062093524,0.8523121175895123,5573.396312299888
3.873720319163669,0.853909882206949,5573.903904991427
3.900172449343653,0.8555122430715784,5574.409871003481
3.926606939210043,0.8571192916567052,5574.914254103136
3.953023706610512,0.8587309711971608,5575.416868006092
3.9794226711876863,0.8603473626007683,5575.917923576192
4.005803754804976,0.8619684069430201,5576.417336947406
4.032166872238941,0.8635940710060122,5576.910935511764
4.058511931736446,0.8652244645115785,5577.403559189768
4.084838837377751,0.8668599799325272,5577.896766594055
4.111147495171735,0.8685003508269101,5578.3894880756925
4.137437810494776,0.8701453307072495,5578.880225081886
4.163709682762869,0.8717951325995765,5579.3692066525655
4.1899630086820645,0.8734496412339389,5579.856433022063
4.216197691615846,0.8751088919739127,5580.342104438993
4.242413637752994,0.8767728528328994,5580.825871202819
4.268610745556032,0.8784415429749196,5581.30761002645
4.294788910502062,0.8801150731270705,5581.787293660267
4.320948028938055,0.8817933404973396,5582.2644784143495
4.34708799583813,0.8834763614607436,5582.736382276156
4.373208702150446,0.8851645143988555,5583.208800875453
4.399310037124075,0.8868578114104707,5583.681397237465
4.425391891092136,0.8885558322433411,5584.151908087276
4.451454152995469,0.8902586217924727,5584.620283506196
4.477496707898371,0.8919662172136797,5585.086374458594
4.503519440060405,0.8936787082942754,5585.55037930978
4.52952223606545,0.8953960153694479,5586.012211454983
4.55550498190647,0.8971181179538423,5586.471613979308
4.581467559792592,0.8988450904375115,5586.928892741453
4.607409849273365,0.900577444815574,5587.3844356064
4.633331728536294,0.9023136779419416,5587.8261955013
4.659233081196584,0.9040553446112192,5588.273513834527
4.6851137916804255,0.9058024868328988,5588.721375445947
4.710973736143987,0.9075542755097192,5589.167662049959
4.736812787785306,0.9093110271500724,5589.611894752394
4.762630822760039,0.911072705781888,5590.053533582582
4.788427721414417,0.9128392670179476,5590.492310072618
4.814203365675909,0.9146106864860384,5590.928221461548
4.839957653666485,0.9163869678330422,5591.361089916252
4.865690517439888,0.9181683025890336,5591.791238282766
4.891401919022016,0.91995459081729,5592.218639897729
4.91709183716198,0.92174577175757,5592.642757233314
4.9427602583457535,0.923541545886526,5593.054929013217
4.968407177438617,0.9253427636917464,5593.470609028136
4.994032595427816,0.9271494384755024,5593.886473749643
5.019636513889931,0.9289609668563726,5594.299528370314
5.04521893638776,0.9307775695000232,5594.709822598927
5.070779871462765,0.932599164868445,5595.117279920378
5.0963193306938495,0.934425753697232,5595.521191158659
5.121837328032937,0.9362575184528912,5595.9227019462005
5.147333883160545,0.938094348804256,5596.321197192879
